0	,0	   ,0     , 636.03 
50	,0.009 ,-0.013, 636.03 
100	,0.047 ,-0.069, 636.30 
150	,0.116 ,-0.170, 637.49 
200	,0.220 ,-0.325, 641.34 
250	,0.371 ,-0.552, 650.95 
300	,0.585 ,-0.877, 671.72 
350	,0.882 ,-1.330, 713.55 
400	,1.283 ,-1.937, 789.69 
450	,1.798 ,-2.697, 903.18 
455	,1.855 ,-2.781, 931.00 
460	,1.914 ,-2.865, 932.56 
465	,1.974 ,-2.952, 939.88 
470	,2.035 ,-3.040, 931.46 

